    Step    Atoms         KinEng            rke         Volume 
  211700    41707     0.00745747   0.0012611725         0.0051 
  211800    41707    0.008492277    0.001243525         0.0051 
  211900    41707    0.009786196   0.0012351547         0.0051 
  212000    41707   0.0090366445   0.0012743938         0.0051 
  212100    41739    0.010015939   0.0013025626         0.0051 
  212200    41739    0.010251994   0.0013198602         0.0051 
  212300    41739   0.0096351283   0.0013481054         0.0051 
  212400    41739    0.008538958   0.0013248188         0.0051 
  212500    41739   0.0081552263    0.001345529         0.0051 
  212600    41739    0.008554328   0.0013450703         0.0051 
  212700    41739   0.0092518873   0.0013772599         0.0051 
  212800    41739   0.0084217894   0.0013691934         0.0051 
  212900    41739    0.010811838   0.0014089348         0.0051 
  213000    41739    0.010943626   0.0014218735         0.0051 
  213100    41739    0.010092543   0.0014579803         0.0051 
  213200    41739   0.0091688898   0.0014926466         0.0051 
  213300    41739   0.0081500669   0.0014934242         0.0051 
  213400    41739   0.0075405839    0.001437745         0.0051 
  213500    41739    0.010998588   0.0013906983         0.0051 
  213600    41739    0.010518523   0.0014030983         0.0051 
  213700    41739    0.010984185   0.0013957426         0.0051 
  213800    41739    0.009059762   0.0014745529         0.0051 
  213900    41739   0.0091267306   0.0014865717         0.0051 
  214000    41739   0.0080079617   0.0014722541         0.0051 
  214100    41771   0.0068913928   0.0014289411         0.0051 
  214200    41771   0.0085903996   0.0014241211         0.0051 
  214300    41771   0.0081713933   0.0014359146         0.0051 
  214400    41771    0.011246083   0.0014040334         0.0051 
  214500    41771     0.01092481   0.0013893024         0.0051 
  214600    41771    0.010181935   0.0013908367         0.0051 
  214700    41771   0.0097677007   0.0014777357         0.0051 
  214800    41771   0.0092219313   0.0015069322         0.0051 
  214900    41771   0.0098404382   0.0014780063         0.0051 
  215000    41771     0.01190341   0.0014647642         0.0051 
  215100    41771    0.011988058   0.0014610451         0.0051 
  215200    41771    0.011283115   0.0015414531         0.0051 
  215300    41771   0.0092008557   0.0015429542         0.0051 
  215400    41771   0.0072662717   0.0015551761         0.0051 
  215500    41771   0.0061531394   0.0015902715         0.0051 
  215600    41771   0.0065746655   0.0015651507         0.0051 
  215700    41771   0.0065911047   0.0015177618         0.0051 
  215800    41771    0.007005953   0.0014482162         0.0051 
  215900    41771   0.0075998341   0.0014254874         0.0051 
  216000    41771   0.0065828301   0.0013992717         0.0051 
  216100    41803   0.0066569308   0.0013917028         0.0051 
  216200    41803   0.0084178282   0.0013864404         0.0051 
  216300    41802    0.010461724   0.0013966695         0.0051 
  216400    41802    0.012860552   0.0014117623         0.0051 
  216500    41802    0.011088336   0.0014268885         0.0051 
  216600    41802    0.012095538   0.0014164565         0.0051 
  216700    41802    0.010976622    0.001559925         0.0051 
  216800    41802    0.011746533   0.0015684609         0.0051 
  216900    41802    0.012918705   0.0017005413         0.0051 
  217000    41802    0.013638428   0.0017057329         0.0051 
  217100    41802    0.012822767   0.0017144463         0.0051 
  217200    41802    0.012975485   0.0016915043         0.0051 
  217300    41802    0.011357425   0.0016494488         0.0051 
  217400    41802   0.0095384284   0.0016756956         0.0051 
  217500    41802   0.0082137171   0.0016989404         0.0051 
  217600    41802    0.010763774   0.0016755591         0.0051 
  217700    41802    0.010092365   0.0016616851         0.0051 
  217800    41802    0.010450198   0.0016738582         0.0051 
  217900    41802     0.01008775    0.001609392         0.0051 
  218000    41802   0.0080718499   0.0016714155         0.0051 
  218100    41834   0.0082901298   0.0016498576         0.0051 
  218200    41834   0.0095239334   0.0016178985         0.0051 
  218300    41833   0.0095647755    0.001563448         0.0051 
  218400    41833    0.010488126   0.0015614956         0.0051 
  218500    41833    0.010283413   0.0015533182         0.0051 
  218600    41833   0.0089670989   0.0016010387         0.0051 
  218700    41833   0.0097668416   0.0016107761         0.0051 
  218800    41833    0.011103275   0.0016137344         0.0051 
  218900    41833    0.012625509   0.0016271183         0.0051 
  219000    41833    0.014095493   0.0015842679         0.0051 
  219100    41833    0.013297737   0.0016514315         0.0051 
  219200    41833    0.011864799   0.0017143598         0.0051 
  219300    41833    0.011092062    0.001732013         0.0051 
  219400    41833   0.0095629449   0.0018170631         0.0051 
  219500    41833   0.0095079378   0.0018597051         0.0051 
  219600    41833   0.0086965757   0.0018440158         0.0051 
  219700    41833   0.0086566687   0.0018266453         0.0051 
  219800    41833   0.0094122258    0.001816622         0.0051 
  219900    41833    0.008465883   0.0017910091         0.0051 
  220000    41833    0.008948694   0.0017829037         0.0051 
  220100    41864   0.0082924741   0.0017856305         0.0051 
  220200    41862   0.0076868946   0.0018018793         0.0051 
  220300    41862   0.0072411564   0.0017701732         0.0051 
  220400    41862    0.011255504    0.001747256         0.0051 
  220500    41862    0.012165097   0.0017711805         0.0051 
  220600    41862    0.012541682    0.001766911         0.0051 
  220700    41862    0.011768079    0.001780828         0.0051 
  220800    41862    0.012192193   0.0018285649         0.0051 
  220900    41862   0.0099511768   0.0019428227         0.0051 
  221000    41862    0.013043348   0.0019181923         0.0051 
  221100    41861    0.012873675    0.001905433         0.0051 
  221200    41861    0.013234937   0.0018823809         0.0051 
  221300    41861    0.011170534   0.0019118423         0.0051 
  221400    41861    0.010309176   0.0019287515         0.0051 
  221500    41861   0.0098248006   0.0019394329         0.0051 
  221600    41861    0.010314151   0.0019376868         0.0051 
  221700    41861   0.0091487883   0.0019589171         0.0051 
  221800    41861   0.0083019798   0.0018760272         0.0051 
  221900    41861   0.0084884033   0.0018400793         0.0051 
  222000    41861   0.0076230861   0.0018523797         0.0051 
  222100    41893   0.0091789813   0.0018214601         0.0051 
  222200    41893   0.0079303989   0.0018671591         0.0051 
  222300    41893   0.0072644436   0.0018251495         0.0051 
  222400    41893    0.011895193   0.0017883147         0.0051 
  222500    41893    0.010827563   0.0018027914         0.0051 
  222600    41893    0.013123842   0.0017893961         0.0051 
  222700    41893    0.013211235   0.0017706035         0.0051 
  222800    41893    0.013068411   0.0017354833         0.0051 
  222900    41893    0.014433613   0.0017953237         0.0051 
  223000    41893    0.014019513   0.0019414401         0.0051 
  223100    41892    0.012907477   0.0019397888         0.0051 
  223200    41891    0.010568875   0.0019921513         0.0051 
  223300    41891   0.0092199494   0.0019802905         0.0051 
  223400    41890   0.0085961434   0.0020244563         0.0051 
  223500    41890   0.0078862454   0.0019893319         0.0051 
  223600    41890   0.0071805993   0.0019681064         0.0051 
  223700    41890    0.011035156   0.0018267629         0.0051 
  223800    41890    0.012862458   0.0018605513         0.0051 
  223900    41890    0.013749198   0.0018062775         0.0051 
  224000    41890    0.013409542   0.0018246051         0.0051 
  224100    41922    0.013123957   0.0019064762         0.0051 
  224200    41922    0.012263752   0.0019122704         0.0051 
  224300    41922     0.01119189   0.0019525392         0.0051 
  224400    41922    0.011477958   0.0019194669         0.0051 
  224500    41922    0.010337535   0.0018775356         0.0051 
  224600    41922    0.011223984   0.0019769706         0.0051 
  224700    41922    0.012189534   0.0019811658         0.0051 
  224800    41921    0.011115331   0.0019799763         0.0051 
  224900    41921    0.012298681   0.0019290765         0.0051 
  225000    41921    0.012726899   0.0019450249         0.0051 
  225100    41921    0.013338995   0.0019059478         0.0051 
  225200    41921    0.012052481   0.0019852383         0.0051 
  225300    41921    0.012488422   0.0020370054         0.0051 
  225400    41921    0.010506454   0.0020424999         0.0051 
  225500    41921   0.0089513168   0.0020360628         0.0051 
  225600    41921   0.0082987494   0.0020350788         0.0051 
  225700    41921   0.0089800179   0.0020207939         0.0051 
  225800    41921    0.010362142   0.0020062431         0.0051 
  225900    41921    0.010529389   0.0019774348         0.0051 
  226000    41921    0.010362044   0.0019945267         0.0051 
  226100    41953   0.0098058037    0.002073061         0.0051 
  226200    41953   0.0097181142   0.0021012815         0.0051 
  226300    41953   0.0091988981   0.0021193546         0.0051 
  226400    41953    0.011541425   0.0020525928         0.0051 
  226500    41953    0.011736058    0.002073986         0.0051 
  226600    41953    0.013811453   0.0020314789         0.0051 
  226700    41953    0.014215491   0.0020462558         0.0051 
  226800    41953     0.01456357   0.0019988885         0.0051 
  226900    41953    0.014634019    0.002009157         0.0051 
  227000    41953    0.012707454   0.0021200136         0.0051 
  227100    41953    0.011450154   0.0021103291         0.0051 
  227200    41953    0.012427338   0.0020967213         0.0051 
  227300    41953     0.01229478   0.0021012964         0.0051 
  227400    41953    0.012012024   0.0020265074         0.0051 
  227500    41953    0.011853305   0.0020425594         0.0051 
  227600    41953    0.010180671   0.0021164154         0.0051 
  227700    41953    0.010827053   0.0021268404         0.0051 
  227800    41953    0.012548342   0.0021403677         0.0051 
  227900    41953    0.013707749   0.0021131344         0.0051 
  228000    41953    0.014232766   0.0021686868         0.0051 
  228100    41985    0.012062758   0.0021950681         0.0051 
  228200    41985    0.010907551   0.0022288924         0.0051 
  228300    41985    0.010346922   0.0021267956         0.0051 
  228400    41985    0.010230134   0.0020874511         0.0051 
  228500    41985    0.010936035   0.0020622877         0.0051 
  228600    41985     0.01057102   0.0020749597         0.0051 
  228700    41985     0.01090181   0.0020188692         0.0051 
  228800    41985    0.011261448   0.0019632176         0.0051 
  228900    41984    0.011080141   0.0019362951         0.0051 
  229000    41984    0.012850571   0.0019683391         0.0051 
  229100    41984    0.013135019   0.0019534254         0.0051 
  229200    41984    0.011601899   0.0019536127         0.0051 
  229300    41984    0.013461377   0.0019059068         0.0051 
  229400    41983    0.012493006   0.0020162178         0.0051 
  229500    41983    0.012345302   0.0020145913         0.0051 
  229600    41983     0.01227981   0.0019750838         0.0051 
  229700    41983    0.014832615   0.0021156184         0.0051 
  229800    41983    0.013936881   0.0021612432         0.0051 
  229900    41983     0.01260319   0.0021603615         0.0051 
  230000    41983    0.011845062   0.0021777508         0.0051 
  230100    42015    0.012558862   0.0021814592         0.0051 
  230200    42015    0.010721388    0.002164292         0.0051 
  230300    42015    0.010604727   0.0021490404         0.0051 
  230400    42015    0.011628356   0.0020633679         0.0051 
  230500    42015    0.010936624   0.0020271247         0.0051 
  230600    42015    0.012253015   0.0020215456         0.0051 
  230700    42015    0.011019248   0.0019521252         0.0051 
  230800    42015    0.012193221   0.0020012715         0.0051 
  230900    42015    0.012586928   0.0019469429         0.0051 
  231000    42015    0.012757276   0.0019722852         0.0051 
  231100    42015     0.01385955   0.0020486474         0.0051 
  231200    42015     0.01370245   0.0020562351         0.0051 
  231300    42015    0.013910215   0.0020439065         0.0051 
  231400    42014    0.013075545   0.0020441348         0.0051 
  231500    42014    0.011843528    0.002052152         0.0051 
  231600    42014    0.010818022   0.0020742182         0.0051 
  231700    42014    0.011261045   0.0020630939         0.0051 
  231800    42014    0.012613362   0.0020825276         0.0051 
  231900    42014    0.013013464   0.0020736251         0.0051 
  232000    42014    0.013507886   0.0020720159         0.0051 
  232100    42045    0.014198368   0.0020535373         0.0051 
  232200    42045    0.014042618   0.0020231058         0.0051 
  232300    42045    0.013520178   0.0020773478         0.0051 
  232400    42045    0.011628407   0.0021880232         0.0051 
  232500    42045    0.011545168   0.0021622897         0.0051 
  232600    42045    0.010155056   0.0022042757         0.0051 
  232700    42045   0.0095198376   0.0022343045         0.0051 
  232800    42045   0.0087533982   0.0022385554         0.0051 
  232900    42045   0.0098603437   0.0022942293         0.0051 
  233000    42045     0.01191613   0.0022020315         0.0051 
  233100    42045    0.013103994   0.0021262082         0.0051 
  233200    42045    0.013412654   0.0021649319         0.0051 
  233300    42045    0.013513693   0.0021248654         0.0051 
  233400    42045    0.012340869   0.0021240363         0.0051 
  233500    42045    0.012972904   0.0021222788         0.0051 
  233600    42045    0.011535612   0.0020917357         0.0051 
  233700    42045    0.010453173   0.0020977103         0.0051 
  233800    42045    0.010118264   0.0020848771         0.0051 
  233900    42045   0.0098232911    0.001978477         0.0051 
  234000    42045   0.0092555997   0.0019479581         0.0051 
  234100    42077   0.0096590228   0.0019431128         0.0051 
  234200    42077    0.011096618   0.0019463294         0.0051 
  234300    42077    0.011829293   0.0019394016         0.0051 
  234400    42077    0.010920355   0.0019312637         0.0051 
  234500    42077    0.011366395   0.0018790657         0.0051 
  234600    42077    0.013109245    0.001874133         0.0051 
  234700    42077     0.01263689   0.0018906985         0.0051 
  234800    42077    0.013381642   0.0018931188         0.0051 
  234900    42077    0.011888383   0.0019552942         0.0051 
  235000    42077    0.012347081   0.0020007374         0.0051 
  235100    42077    0.011821231   0.0020275239         0.0051 
  235200    42077    0.013442651   0.0020042758         0.0051 
  235300    42077    0.012426878   0.0021207529         0.0051 
  235400    42077    0.012759325   0.0021317049         0.0051 
  235500    42077    0.012310508   0.0021262171         0.0051 
  235600    42077     0.01056815   0.0021685494         0.0051 
  235700    42077    0.010873795   0.0020657971         0.0051 
  235800    42077    0.010000612   0.0020596665         0.0051 
  235900    42077   0.0098626975   0.0020804316         0.0051 
  236000    42077     0.01126709   0.0020202114         0.0051 
  236100    42108     0.01227025   0.0020584761         0.0051 
  236200    42108    0.012303923   0.0020221747         0.0051 
  236300    42108    0.011374198   0.0020113449         0.0051 
  236400    42108    0.012902608   0.0020732735         0.0051 
  236500    42108    0.012049038   0.0020651835         0.0051 
  236600    42108    0.012886941   0.0020552644         0.0051 
  236700    42108     0.01222052   0.0021008725         0.0051 
  236800    42108    0.011405924   0.0021982794         0.0051 
  236900    42108    0.011202621   0.0021578323         0.0051 
  237000    42107   0.0095487245   0.0022463296         0.0051 
  237100    42107   0.0090867381   0.0022207479         0.0051 
  237200    42107    0.010201207    0.002153579         0.0051 
  237300    42107    0.010421309   0.0020839352         0.0051 
  237400    42107    0.010308402   0.0020415389         0.0051 
  237500    42107    0.012161087   0.0019788011         0.0051 
  237600    42107    0.010998316   0.0020089025         0.0051 
  237700    42107    0.010488935    0.001972701         0.0051 
  237800    42107    0.013912196   0.0019591857         0.0051 
  237900    42107    0.013291366   0.0020198811         0.0051 
  238000    42107    0.011737418   0.0020151172         0.0051 
  238100    42138    0.010803966   0.0019460909         0.0051 
  238200    42138   0.0091772359   0.0020366416         0.0051 
  238300    42138   0.0080573221   0.0020169353         0.0051 
  238400    42138   0.0089788096   0.0019881437         0.0051 
  238500    42138   0.0093463129   0.0019402979         0.0051 
  238600    42138   0.0094311304   0.0019418181         0.0051 
  238700    42138    0.010689288   0.0019112506         0.0051 
  238800    42137    0.010852995   0.0019540426         0.0051 
  238900    42136    0.011672786   0.0019444585         0.0051 
  239000    42136    0.013851527   0.0019117855         0.0051 
  239100    42136    0.012528197    0.001922946         0.0051 
  239200    42136    0.011994689   0.0019242802         0.0051 
  239300    42136    0.012326945   0.0019101205         0.0051 
  239400    42136   0.0099611063   0.0019478402         0.0051 
  239500    42136   0.0099012182   0.0019879654         0.0051 
  239600    42136   0.0099556476   0.0019561834         0.0051 
  239700    42136    0.012172506   0.0019306616         0.0051 
  239800    42135    0.012186579   0.0019486279         0.0051 
  239900    42135    0.011753563   0.0019334556         0.0051 
  240000    42135    0.010482899   0.0019369283         0.0051 
  240100    42167    0.011812211    0.001941876         0.0051 
  240200    42167    0.011358152   0.0019410322         0.0051 
  240300    42167    0.013850121    0.001943681         0.0051 
  240400    42167    0.013101486   0.0019792782         0.0051 
  240500    42167    0.012064762   0.0020177014         0.0051 
  240600    42167     0.01370058   0.0020014882         0.0051 
  240700    42167    0.013153606   0.0020381197         0.0051 
  240800    42167    0.013053897   0.0020169038         0.0051 
  240900    42166    0.013145069   0.0020178209         0.0051 
  241000    42166    0.011679202   0.0020067311         0.0051 
  241100    42166    0.012029906   0.0020718317         0.0051 
  241200    42166    0.012519981   0.0020571384         0.0051 
  241300    42166    0.011249008    0.002031838         0.0051 
  241400    42166    0.010717719   0.0019649668         0.0051 
  241500    42166    0.010409371   0.0019425122         0.0051 
  241600    42166    0.011948952   0.0019103632         0.0051 
  241700    42166    0.011358798   0.0019253687         0.0051 
  241800    42166     0.01276929   0.0018951911         0.0051 
  241900    42166    0.011974967   0.0019089008         0.0051 
  242000    42166    0.011728006   0.0019165555         0.0051 
  242100    42197    0.010600917   0.0019115642         0.0051 
  242200    42197   0.0091218529   0.0019095571         0.0051 
  242300    42197     0.01104986   0.0019140161         0.0051 
  242400    42197     0.01018942   0.0018978019         0.0051 
  242500    42197    0.010337067   0.0019055977         0.0051 
  242600    42197    0.011865763   0.0019391109         0.0051 
  242700    42197    0.012846515   0.0019614502         0.0051 
  242800    42197    0.013490903   0.0019777521         0.0051 
  242900    42196    0.014051667   0.0019461298         0.0051 
  243000    42196    0.013099476   0.0019322907         0.0051 
  243100    42196    0.012401354   0.0019839504         0.0051 
  243200    42196    0.010885514   0.0020383236         0.0051 
  243300    42196    0.011635407    0.002042935         0.0051 
  243400    42196    0.012441733   0.0020663224         0.0051 
  243500    42196    0.011090723   0.0020594123         0.0051 
  243600    42196    0.011023473   0.0020395135         0.0051 
  243700    42196    0.010113474   0.0020453114         0.0051 
  243800    42196   0.0098427113   0.0020484744         0.0051 
  243900    42196    0.010456326    0.002111264         0.0051 
  244000    42196    0.011194124   0.0021023433         0.0051 
  244100    42228    0.010960358   0.0020885929         0.0051 
  244200    42228    0.011989739   0.0020430736         0.0051 
  244300    42228    0.011093584    0.002094569         0.0051 
  244400    42228    0.011880784   0.0020460145         0.0051 
  244500    42228     0.01311414   0.0020698486         0.0051 
  244600    42228    0.011172228   0.0021296506         0.0051 
  244700    42228    0.010393698   0.0020913527         0.0051 
  244800    42228    0.012837213   0.0021250302         0.0051 
  244900    42228     0.01261575    0.002127209         0.0051 
  245000    42228    0.012206994   0.0021244869         0.0051 
  245100    42228    0.012179343   0.0021680627         0.0051 
  245200    42228    0.010635386    0.002251265         0.0051 
  245300    42227    0.011329071   0.0023162392         0.0051 
  245400    42227    0.011707735   0.0022834814         0.0051 
  245500    42227    0.011403704    0.002243634         0.0051 
  245600    42227    0.011543566   0.0022214317         0.0051 
  245700    42226    0.011628094   0.0021631063         0.0051 
  245800    42226   0.0099119995   0.0021152308         0.0051 
  245900    42226    0.010815227   0.0021032557         0.0051 
  246000    42226   0.0097448126   0.0020754199         0.0051 
  246100    42258   0.0089450756    0.002088912         0.0051 
  246200    42258    0.010806275   0.0020435607         0.0051 
  246300    42258    0.011097098   0.0020490376         0.0051 
  246400    42258    0.010277205   0.0020097332         0.0051 
  246500    42258     0.01302315   0.0019688455         0.0051 
  246600    42258    0.012762577   0.0019367948         0.0051 
  246700    42258    0.013462647      0.0019799         0.0051 
  246800    42258     0.01644168   0.0019840731         0.0051 
  246900    42257    0.015005012   0.0020827334         0.0051 
  247000    42257     0.01403173    0.002124484         0.0051 
  247100    42256    0.013446322   0.0021029178         0.0051 
  247200    42256    0.011445975   0.0020948729         0.0051 
  247300    42256    0.012329157   0.0020964289         0.0051 
  247400    42256    0.012429572   0.0020153038         0.0051 
  247500    42256    0.012909966   0.0020049389         0.0051 
  247600    42256    0.011190268   0.0020222156         0.0051 
  247700    42256    0.010258575   0.0020653298         0.0051 
  247800    42256    0.011236183   0.0020330966         0.0051 
  247900    42256    0.011944255   0.0020135301         0.0051 
  248000    42256    0.011561694   0.0020278317         0.0051 
  248100    42288    0.011694573   0.0020263567         0.0051 
  248200    42288     0.01205936   0.0019937267         0.0051 
  248300    42288    0.010646005   0.0020372605         0.0051 
  248400    42288   0.0099424994   0.0019787602         0.0051 
  248500    42288   0.0097411654   0.0019914263         0.0051 
  248600    42288    0.012262454    0.001956276         0.0051 
  248700    42288    0.013050217   0.0020044548         0.0051 
  248800    42288     0.01248039   0.0020472961         0.0051 
  248900    42288    0.014412283   0.0020565475         0.0051 
  249000    42288    0.014156691   0.0020955955         0.0051 
  249100    42288    0.013476101    0.002090724         0.0051 
  249200    42288    0.014272181   0.0020908273         0.0051 
  249300    42288    0.014395848   0.0022314201         0.0051 
  249400    42288    0.013469129   0.0022526506         0.0051 
  249500    42288    0.013458647   0.0022476008         0.0051 
  249600    42288    0.011774747   0.0022588303         0.0051 
  249700    42288     0.01130818    0.002363116         0.0051 
  249800    42288    0.011373527   0.0023377563         0.0051 
  249900    42288    0.013148857   0.0023210005         0.0051 
  250000    42288     0.01280678   0.0022866156         0.0051 
  250100    42320    0.010855608   0.0022543509         0.0051 
  250200    42320    0.011548006   0.0022436202         0.0051 
  250300    42320    0.011631434   0.0022158909         0.0051 
  250400    42320    0.011584107   0.0021884107         0.0051 
  250500    42320    0.013695804   0.0021785267         0.0051 
  250600    42320    0.013680564   0.0021931731         0.0051 
  250700    42320    0.013925867   0.0022333998         0.0051 
  250800    42320    0.012886536   0.0021601047         0.0051 
  250900    42320    0.011638515   0.0021846065         0.0051 
  251000    42320    0.011477197    0.002202943         0.0051 
  251100    42320    0.013266968   0.0021854772         0.0051 
  251200    42319    0.012834374   0.0021747938         0.0051 
  251300    42319    0.013283301   0.0021644877         0.0051 
  251400    42319    0.013430224   0.0021736255         0.0051 
  251500    42319    0.013106364   0.0022078706         0.0051 
  251600    42319    0.012432481   0.0021741338         0.0051 
  251700    42319    0.010721503   0.0021805215         0.0051 
  251800    42319    0.010285018    0.002153077         0.0051 
  251900    42319    0.011031581   0.0021583101         0.0051 
  252000    42319     0.01010902   0.0021386332         0.0051 
  252100    42351     0.01188149   0.0021444225         0.0051 
  252200    42351    0.012667219   0.0021578165         0.0051 
  252300    42351    0.010462953    0.002170477         0.0051 
  252400    42351    0.011975838     0.00212258         0.0051 
  252500    42351    0.012862865   0.0021222625         0.0051 
  252600    42351    0.013550937   0.0021378872         0.0051 
  252700    42351    0.013214848   0.0021111898         0.0051 
  252800    42351    0.011728964   0.0020896842         0.0051 
